500,0.0311633856161399
511.765510949513,0.0359254655796667
523.807876394832,-0.0145204731122698
536.133611005162,0.0589193219528299
548.749382746528,0.0145520053471575
561.662016489013,-0.0402681732460691
574.878497698868,-0.0746620181673087
588.405976217499,-0.051050459923216
602.251770129391,-0.0191181402504002
616.423369721033,-0.0410424976218359
630.92844153301,0.00128165184365865
645.774832507441,0.00241445046489184
660.970574233014,-0.00706228867764361
676.523887289903,0.0539162762858831
692.443185696936,-0.0101126588334648
708.737081463402,-0.0213198920551699
725.414389247969,-0.0525061718845437
742.484131127232,-0.0642579973955068
759.955541476466,-0.00164423316152357
777.838071965235,0.0156649908115667
796.141396670545,-0.0219850670598111
814.875417310321,-0.0400270167738641
834.050268600028,-0.0637850031228561
853.676323735344,-0.0721665956737732
873.764200003841,-0.0572432905071296
894.324764528716,-0.02158852884306
915.369140147683,-0.0216377167604707
936.90871143019,-0.0566263160398216
958.955130836242,-0.0615260883260064
981.520325020134,-0.022099340020557
1004.61650128252,-0.0196968972191952
1028.25615417432,-0.0219510124947331
1052.45207225601,-0.0205306776658762
1077.21734501594,-0.0543593872264479
1102.56536995152,-0.0347172046039206
1128.50985981696,-0.0268108135436475
1155.06485004158,0.0168750217166298
1182.2447063227,-0.103673809228864
1210.06413239719,-0.0932907001227693
1238.53817799585,-0.137755671444729
1267.68224698505,-0.132204917248729
1297.51210569986,-0.115883723831756
1328.04389147334,-0.134927716945444
1359.29412136647,-0.0534858963068251
1391.27970110356,-0.0745630402294926
1424.0179342179,-0.0593285630493543
1457.52653141258,-0.10366082259162
1491.82362014167,-0.112708045110677
1526.9277544167,-0.108065934017901
1562.85792484411,-0.115040740226541
1599.63356889869,-0.143837204807726
1637.27458143886,-0.143335299852694
1675.80132546942,-0.2592710417811
1715.23464315745,-0.256600732865017
1755.59586710756,-0.247023458410605
1796.90683190231,-0.303927704279821
1839.18988591431,-0.234483685634033
1882.46790339623,-0.43037105244241
1926.76429685526,-0.470168114807001
1972.10302971882,-0.503744164291252
2018.50862929827,-0.700977405310035
2066.00620005766,-0.869204660485814
2114.62143719474,-1.10387082705485
2164.38064054152,-1.43441927230974
2215.31072879193,-1.86420898353727
2267.43925406428,-2.4401935555882
2320.79441680638,-3.21726561134297
2375.40508105139,-4.03394704474333
2431.30079003267,-5.08391329071456
2488.51178216604,-6.2162977781702
2547.06900740818,-7.49536418386398
2607.00414399983,-8.82556838042226
2668.34961560314,-10.3292180547608
2731.13860884216,-11.6566237675588
2795.4050912561,-12.9807291174933
2861.18382967509,-14.338456741816
2928.51040902832,-16.0280954203339
2997.42125159469,-16.5952402854136
3067.95363670657,-17.4061135381001
3140.14572091711,-19.4876460164908
3214.03655864214,-20.9281154637159
3289.66612328782,-20.6500596145151
3367.07532887539,-21.1864124313085
3446.30605217483,-21.8878291691874
3527.4011553593,-21.510817404295
3610.40450919271,-22.9379414097337
3695.36101676287,-21.9140450199986
3782.31663777312,-22.5612393658899
3871.31841340561,-22.5498359489337
3962.41449176956,-22.5209405429116
4055.65415394841,-21.3237269302551
4151.08784065985,-22.3811120120256
4248.7671795432,-20.1088470906848
4348.74501308889,-22.350814051547
4451.07542722517,-20.7081044604637
4555.81378057742,-21.9152618715561
4663.01673441607,-21.4069444995089
4772.74228330914,-22.5597239574643
4885.04978649609,-22.468728240359
4999.99999999997,-22.6682254290253
