200;0.000125664
700;0.000125664
900;0.000251327
1500;5.02655E-05
3000;0.000150796
4500;0.000345575
5040;0.000870221
5140;0.000749793
5300;0.000517734
5450;0.000415947
5550;0.000976407
5650;0.000922372
5750;0.000645911
5850;0.000502655
5950;0.001105841
6050;0.000819327
6150;0.00082938
6250;0.000522761
6350;0.001327009
6450;0.000862053
6550;0.00070623
6650;0.001048035
6850;0.000433121
7040;0.00054538
7540;0.000283126
9000;0.000125664
20000;9.42478E-06
42500;4.1469E-06
57500;1.88496E-06
62500;4.39823E-06
65000;4.39823E-06